Name,Code,E,N,Z,RMS_x,RMS_y,RMS_h,Solution,PDOP,Antenna name,Antenna measure type,Antenna height,Start time,End time
334,tn,396538.372,7412377.551,531.649,0.001,0.001,0.003,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:01:15,2025/06/28 13:01:17
335,tn,396546.212,7412373.898,531.726,0.002,0.002,0.004,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:01:23,2025/06/28 13:01:25
336,tn,396553.628,7412370.638,531.757,0.002,0.002,0.004,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:01:30,2025/06/28 13:01:32
337,tn,396561.396,7412367.505,531.677,0.001,0.001,0.003,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:01:37,2025/06/28 13:01:39
338,tn,396568.919,7412364.408,531.692,0.002,0.002,0.004,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:01:44,2025/06/28 13:01:46
339,tn,396576.571,7412361.758,531.66,0.001,0.001,0.003,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:01:51,2025/06/28 13:01:53
340,tn,396584.763,7412359.882,531.751,0.002,0.002,0.004,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:01:58,2025/06/28 13:02:00
341,tn,396593.136,7412358.489,531.634,0.001,0.001,0.003,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:02:05,2025/06/28 13:02:07
342,tn,396601.252,7412357.309,531.622,0.002,0.002,0.004,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:02:12,2025/06/28 13:02:14
343,tn,396609.266,7412356.603,531.632,0.001,0.001,0.003,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:02:19,2025/06/28 13:02:21
344,tn,396617.756,7412356.501,531.587,0.001,0.001,0.003,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:02:26,2025/06/28 13:02:28
345,tn,396625.911,7412356.684,531.701,0.001,0.001,0.002,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:02:33,2025/06/28 13:02:35
346,tn,396633.952,7412357.854,531.62,0.001,0.001,0.002,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:02:40,2025/06/28 13:02:42
347,tn,396642.904,7412359.327,531.69,0.003,0.003,0.008,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:02:48,2025/06/28 13:02:50
348,tn,396650.937,7412361.137,531.769,0.002,0.002,0.003,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:02:55,2025/06/28 13:02:57
349,tn,396659.259,7412363.335,531.793,0.001,0.001,0.003,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:03:02,2025/06/28 13:03:04
350,tn,396667.668,7412365.656,531.762,0.001,0.001,0.003,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:03:09,2025/06/28 13:03:11
351,tn,396676.174,7412367.592,531.694,0.001,0.001,0.003,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:03:16,2025/06/28 13:03:18
352,tn,396684,7412369.788,531.783,0.002,0.002,0.006,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:03:23,2025/06/28 13:03:25
353,tn,396692.813,7412371.901,531.777,0.002,0.002,0.005,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:03:31,2025/06/28 13:03:33
354,tn,396700.86,7412374.462,531.75,0.002,0.002,0.005,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:03:38,2025/06/28 13:03:40
355,tn,396709.116,7412377.216,531.8,0.001,0.001,0.003,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:03:45,2025/06/28 13:03:47
356,tn,396716.98,7412380.141,531.814,0.002,0.002,0.005,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:03:52,2025/06/28 13:03:54
357,tn,396724.645,7412383.629,531.916,0.002,0.002,0.004,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:04:00,2025/06/28 13:04:02
358,tn,396732.909,7412386.469,532.018,0.001,0.001,0.003,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:04:08,2025/06/28 13:04:10
359,tn,396740.748,7412388.982,532.014,0.002,0.002,0.004,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:04:15,2025/06/28 13:04:17
360,tn,396749.279,7412392.265,531.989,0.002,0.002,0.004,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:04:23,2025/06/28 13:04:25
361,tn,396757.095,7412394.443,531.867,0.002,0.002,0.005,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:04:30,2025/06/28 13:04:32
362,tn,396764.911,7412396.928,531.863,0.002,0.002,0.004,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:04:37,2025/06/28 13:04:39
363,tn,396772.911,7412399.82,531.941,0.002,0.002,0.005,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:04:44,2025/06/28 13:04:46
364,tn,396781.186,7412403.272,531.861,0.002,0.002,0.005,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:04:52,2025/06/28 13:04:54
365,tn,396789.592,7412405.939,531.859,0.002,0.002,0.005,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:05:00,2025/06/28 13:05:02
366,tn,396798.085,7412408.893,531.913,0.003,0.003,0.006,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:05:08,2025/06/28 13:05:10
367,tn,396805.542,7412412.156,532.053,0.001,0.001,0.002,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:05:15,2025/06/28 13:05:17
368,tn,396813.119,7412415.228,532.09,0.002,0.002,0.005,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:05:22,2025/06/28 13:05:24
369,tn,396821.524,7412418.395,532.035,0.002,0.002,0.005,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:05:30,2025/06/28 13:05:32
370,tn,396829.685,7412421.205,532.003,0.003,0.003,0.007,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:05:38,2025/06/28 13:05:40
371,tn,396838.336,7412424.044,531.893,0.002,0.002,0.004,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:05:46,2025/06/28 13:05:48
372,tn,396846.229,7412427.851,531.942,0.002,0.002,0.005,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:05:54,2025/06/28 13:05:56
373,tn,396853.558,7412431.483,532.084,0.002,0.002,0.004,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:06:01,2025/06/28 13:06:03
374,tn,396861.034,7412434.431,532.082,0.002,0.002,0.004,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:06:08,2025/06/28 13:06:10
375,tn,396868.744,7412437.895,532.222,0.002,0.002,0.005,fixed,1.335,T300(NGS),Bottom of receiver,2,2025/06/28 13:06:16,2025/06/28 13:06:18
376,tn,396877.095,7412440.656,532.238,0.002,0.002,0.004,fixed,1.334,T300(NGS),Bottom of receiver,2,2025/06/28 13:06:24,2025/06/28 13:06:26
377,tn,396884.968,7412443.867,532.275,0.002,0.002,0.005,fixed,1.215,T300(NGS),Bottom of receiver,2,2025/06/28 13:06:32,2025/06/28 13:06:34
378,tn,396893.379,7412446.779,532.142,0.002,0.002,0.003,fixed,1.24,T300(NGS),Bottom of receiver,2,2025/06/28 13:06:41,2025/06/28 13:06:43
379,tn,396893.713,7412455.245,532.764,0.002,0.002,0.003,fixed,1.215,T300(NGS),Bottom of receiver,2,2025/06/28 13:06:53,2025/06/28 13:06:55
380,tn,396887.032,7412460.192,533.133,0.002,0.002,0.003,fixed,1.215,T300(NGS),Bottom of receiver,2,2025/06/28 13:07:01,2025/06/28 13:07:03
381,tn,396879.344,7412463.674,533.423,0.001,0.001,0.003,fixed,1.215,T300(NGS),Bottom of receiver,2,2025/06/28 13:07:09,2025/06/28 13:07:11
382,tn,396872.358,7412468.583,533.746,0.001,0.001,0.003,fixed,1.216,T300(NGS),Bottom of receiver,2,2025/06/28 13:07:17,2025/06/28 13:07:19
